ANID,2016 Comp Group,Alternate ID,Laboratory,Investigator,Affiliation,Source/Excavator/Museum,Region,Country,State/Province,Estate,Site Name,Latitude,Longitude,UTM Zone,Northing,Easting,Material,Ware,Ceramic Type,Vessel Form,Exterior Decoration,Interior Decoration,Paste Color,Major Temper,Minor Temper,Culture,Context,Provenience,Period,Date,Picture,Comments,Notes,Compositional Group,Spare ANID,Long RDF,Long Date,Short RDF,Short Date,As,La,Lu,Nd,Sm,U,Yb,Ce,Co,Cr,Cs,Eu,Fe,Hf,Ni,Rb,Sb,Sc,Sr,Ta,Tb,Th,Zn,Zr,Al,Ba,Ca,Dy,K,Mn,Na,Ti,V
JAM276,UNAS,1219-3-C-03-DRS--00017,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Great House,17.9982,-76.7490,18 N,1990857.49,314824.95,ceramic,"Coarse Earthenware, unidentified",Type 6,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM276,DMB1,12/8/2013,NCU1-S,11/26/2013,6.9503,14.4352,0.1457,9.9210,2.0796,1.0619,0.9825,27.4400,11.3641,33.6264,1.1590,0.5983,39489.9,3.8608,0.00,44.19,0.9430,11.2447,185.47,0.6220,0.2252,3.4745,85.75,75.33,85130.1,830.4,7909.4,1.3874,15075.4,436.44,28625.6,4145.6,100.42
JAM277,JAM21,1219-3-C-04-DRS--00019,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Great House,17.9982,-76.7490,18 N,1990857.49,314824.95,ceramic,"Coarse Earthenware, unidentified",Type 3,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM277,DMB1,12/8/2013,NCU1-S,11/26/2013,10.0704,12.5995,0.1852,9.4582,2.2141,1.1842,1.1347,21.4543,9.3732,37.8025,1.7256,0.6627,42407.9,3.5685,0.00,54.77,4.2000,14.4245,145.14,0.5691,0.2773,3.4250,46.93,112.09,98263.0,734.1,7628.4,1.3318,14583.5,321.80,22104.2,5359.5,130.70
JAM278,JAM21,1219-3-C-04-DRS--00020,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Great House,17.9982,-76.7490,18 N,1990857.49,314824.95,ceramic,"Coarse Earthenware, unidentified",Type 7,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM278,DMB1,12/8/2013,NQT2-S,11/21/2013,8.9905,15.2988,0.2065,12.7904,2.6548,1.2695,1.2914,28.9405,13.7965,36.2284,1.8179,0.8005,42378.6,3.6719,0.00,48.55,1.1261,14.1530,161.42,0.5878,0.3533,3.5206,56.15,104.97,93290.4,641.6,6632.8,1.8191,16109.3,539.52,24113.6,4566.9,104.76
JAM279,JAM20,1219-3-C-04-DRS--00021,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Great House,17.9982,-76.7490,18 N,1990857.49,314824.95,ceramic,"Coarse Earthenware, unidentified",Type 6,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM279,DMB1,12/8/2013,DTT2-S,12/19/2013,6.7110,26.5980,0.3575,22.1319,5.0886,1.5953,2.2652,50.9587,18.4040,29.7532,2.4128,1.2922,48535.0,4.9616,0.00,72.10,0.9982,18.1139,317.37,0.6703,0.6275,6.7648,128.69,116.93,98251.5,1388.9,14956.5,3.2373,22503.2,1173.17,17255.1,5540.0,131.63
JAM280,JAM21,1219-3-C-04-DRS--00022,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Great House,17.9982,-76.7490,18 N,1990857.49,314824.95,ceramic,"Coarse Earthenware, unidentified",Type 6,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM280,DMB1,12/8/2013,NQT2-S,11/21/2013,8.7894,16.9303,0.2038,10.6798,2.9537,1.4156,1.4337,32.1915,15.7150,37.6834,2.2085,0.8702,43391.2,4.0084,0.00,57.64,0.9415,15.1248,179.11,0.6196,0.4561,3.7511,96.43,91.40,88517.6,1070.4,7578.1,2.2333,14874.5,709.40,25712.1,4452.2,115.64
JAM281,JAM21,1219-3-C-04-DRS--00023,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Great House,17.9982,-76.7490,18 N,1990857.49,314824.95,ceramic,"Coarse Earthenware, unidentified",Type 8,Unidentifiable,n/a,n/a,n/a,n/a,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM281,DMB1,12/8/2013,NQT2-S,11/21/2013,6.8135,18.4291,0.2136,12.6231,2.9801,1.1536,1.4848,33.9737,16.1421,38.4771,1.7005,0.8830,40224.6,4.0459,0.00,45.65,0.6987,13.7197,179.86,0.7028,0.3893,3.6764,104.59,101.52,90545.7,579.6,6753.3,2.2907,16487.4,889.51,27747.0,4522.5,102.32
JAM282,JAM21,1219-3-C-05-DRS--00036,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Great House,17.9982,-76.7490,18 N,1990857.49,314824.95,ceramic,"Coarse Earthenware, unidentified",Type 7,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM282,DMB1,12/8/2013,NQT2-S,11/21/2013,8.6337,14.3040,0.1874,9.4139,2.3114,0.9223,1.2467,27.8721,14.8389,39.2930,2.0929,0.6898,43023.8,3.8163,0.00,55.07,0.8865,15.4769,162.61,0.6911,0.3235,3.7448,101.93,74.99,92370.0,622.0,6979.2,1.5828,17480.0,553.81,24687.4,4169.6,112.47
JAM283,JAM20,1219-3-C-05-DRS--00037,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Great House,17.9982,-76.7490,18 N,1990857.49,314824.95,ceramic,"Coarse Earthenware, unidentified",Type 6,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM283,DMB1,12/8/2013,NQT2-S,11/21/2013,9.6586,27.0133,0.3375,22.5988,5.1460,1.9375,2.1739,52.0630,17.3507,28.8470,2.4457,1.2646,49343.0,4.9797,0.00,78.14,1.0425,18.1206,311.45,0.7375,0.5429,6.7086,119.09,115.34,100264.5,993.2,12721.7,3.3254,20725.3,1045.55,16847.8,5256.9,141.51
JAM284,JAM21,1219-3-C-05-DRS--00038,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Great House,17.9982,-76.7490,18 N,1990857.49,314824.95,ceramic,"Coarse Earthenware, unidentified",Type 6,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM284,DMB1,12/8/2013,NQT2-S,11/21/2013,6.6401,14.6248,0.1875,9.4735,2.3604,0.8618,1.3118,28.9462,14.6655,36.7493,1.7981,0.6993,41870.8,3.8423,0.00,52.33,0.9373,13.9178,248.66,0.6750,0.2585,3.6636,92.20,85.36,89612.4,928.9,7849.6,1.5114,15945.3,692.04,25071.0,4801.9,101.80
JAM285,UNAS,1219-3-C-06-DRS--00063,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Great House,17.9982,-76.7490,18 N,1990857.49,314824.95,ceramic,"Coarse Earthenware, unidentified",Type 7,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM285,DMB1,12/8/2013,NQT2-S,11/21/2013,5.3176,24.5338,0.3322,19.2050,4.5389,2.3332,2.0567,46.2972,16.1401,27.2720,2.2934,1.1280,43701.2,5.4090,0.00,72.88,1.0399,15.7063,320.55,0.8132,0.5817,6.9735,252.24,124.00,90815.2,873.6,11427.0,2.8644,18110.4,1157.30,18871.5,4885.3,130.07
JAM286,JAM21,1219-3-C-06-DRS--00064,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Great House,17.9982,-76.7490,18 N,1990857.49,314824.95,ceramic,"Coarse Earthenware, unidentified",Type 4,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM286,DMB1,12/8/2013,NQT2-S,11/21/2013,10.5295,15.8408,0.2120,13.8460,2.8574,0.9487,1.4337,29.3683,12.4850,41.1213,2.0367,0.8311,46608.2,4.0071,30.88,54.55,1.0136,16.6840,183.35,0.6688,0.3583,3.8963,63.99,85.06,97651.1,784.6,6985.6,2.3360,16053.3,319.68,22998.1,4473.3,126.86
JAM287,JAM21,1219-3-C-06-DRS--00065,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Great House,17.9982,-76.7490,18 N,1990857.49,314824.95,ceramic,"Coarse Earthenware, unidentified",Type 7,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM287,DMB1,12/8/2013,NQT2-S,11/21/2013,8.2369,12.5765,0.1719,7.9048,2.1889,1.1303,1.1177,22.4134,9.1251,35.3704,1.1624,0.6702,40262.1,3.5316,0.00,38.89,0.9963,13.2483,208.26,0.6195,0.3548,3.4607,67.77,60.25,93533.0,895.9,8165.9,1.7605,12435.3,288.12,26112.0,4445.9,106.61
JAM288,UNAS,1219-3-D-01-DRS--00003,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Great House,17.9982,-76.7490,18 N,1990857.49,314824.95,ceramic,"Coarse Earthenware, unidentified",Type 3,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM288,DMB1,12/8/2013,NQT2-S,11/21/2013,8.5761,12.2206,0.1875,9.0238,2.2494,1.1239,1.2013,23.1997,8.4807,37.2992,1.3443,0.6684,45466.1,3.7976,0.00,48.22,0.9906,15.6437,191.62,0.6552,0.3520,3.8162,64.66,78.01,91996.1,1070.9,9043.5,1.8733,15986.2,243.93,23958.0,4509.3,116.85
JAM289,JAM21,1219-3-D-06-DRS--00018,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Great House,17.9982,-76.7490,18 N,1990857.49,314824.95,ceramic,"Coarse Earthenware, unidentified",Type 6,Unid: Utilitarian,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM289,DMB1,12/8/2013,NQT2-S,11/21/2013,8.5681,14.0449,0.1951,9.1425,2.3921,1.0367,1.1425,24.7027,11.7831,36.3900,1.6300,0.7163,41722.1,3.8288,0.00,44.91,1.1463,13.4761,186.43,0.6140,0.2539,3.5081,78.83,91.58,93243.2,902.6,5806.3,1.9971,14640.6,512.25,24914.4,4384.7,104.14
JAM290,JAM15,1219-3-E-03-DRS--00015,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Great House,17.9982,-76.7490,18 N,1990857.49,314824.95,ceramic,"Coarse Earthenware, unidentified",Type 8,Unidentifiable,n/a,n/a,n/a,n/a,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM290,DMB1,12/8/2013,NQT2-S,11/21/2013,14.6407,48.1809,0.5516,41.8611,8.9681,3.1429,3.5015,115.6691,29.3497,153.6045,9.0021,1.9256,53748.6,6.9491,32.52,132.68,0.7661,19.5909,102.06,1.2616,1.3373,11.7818,121.09,179.90,91089.4,455.4,6327.8,6.7703,26699.0,359.92,3147.5,7253.4,160.58
JAM291,JAM21,1219-3-E-04-DRS--00020,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Great House,17.9982,-76.7490,18 N,1990857.49,314824.95,ceramic,"Coarse Earthenware, unidentified",Type 5,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM291,DMB1,12/8/2013,NQT2-S,11/21/2013,10.2155,14.9084,0.2039,12.9084,2.5658,0.7698,1.2443,27.3063,13.3853,37.0106,1.9073,0.7725,41478.0,3.4425,27.23,48.71,1.0238,14.0067,185.07,0.5704,0.3133,3.6910,57.53,75.87,90041.9,607.5,6162.3,1.7706,14459.8,486.15,24698.4,3907.8,130.23
JAM292,JAM20,1219-3-E-05-DRS--00006,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Great House,17.9982,-76.7490,18 N,1990857.49,314824.95,ceramic,"Coarse Earthenware, unidentified",Type 1,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM292,DMB1,12/8/2013,NQT2-S,11/21/2013,9.6178,25.2971,0.2760,23.1347,5.3614,0.8592,1.8030,59.4552,11.2866,33.7594,1.6946,1.4047,44350.5,5.2611,0.00,71.96,1.1088,16.5562,237.57,0.8297,0.5354,5.8768,72.83,126.08,88877.6,1282.0,9546.2,2.9923,24629.9,366.72,17136.3,5309.1,141.47
JAM293,UNAS,1219-3-F-04-DRS--00015,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Great House,17.9982,-76.7490,18 N,1990857.49,314824.95,ceramic,"Coarse Earthenware, unidentified",Type 1,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM293,DMB1,12/8/2013,NCU2-S,11/26/2013,6.7174,24.7700,0.2594,24.5036,5.4084,1.1030,1.8714,82.1945,22.5358,39.8619,1.1519,1.4630,37090.0,3.5731,0.00,33.68,0.7682,17.5169,148.37,0.6414,0.5683,4.5003,58.11,102.04,84617.5,753.7,9103.6,3.2787,11157.4,360.90,24995.1,4409.9,116.01
JAM294,JAM21,1219-3-F-05-DRS--00016,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Great House,17.9982,-76.7490,18 N,1990857.49,314824.95,ceramic,"Coarse Earthenware, unidentified",Type 7,Unid: Utilitarian,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM294,DMB1,12/8/2013,NCU2-S,11/26/2013,6.6238,15.0421,0.1998,8.7694,2.4242,1.4763,1.2980,29.1978,15.3741,41.0629,2.3267,0.6924,46713.0,3.8859,0.00,57.46,1.0067,17.3075,145.59,0.6558,0.4710,4.1824,106.33,94.90,95930.4,605.7,5246.0,1.9776,17690.7,531.08,23324.1,4854.9,124.42
JAM295,JAM20,1219-3-F-05-DRS--00018,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Great House,17.9982,-76.7490,18 N,1990857.49,314824.95,ceramic,"Coarse Earthenware, unidentified",Type 7,Unid: Utilitarian,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM295,DMB1,12/8/2013,NCU2-S,11/26/2013,7.8289,28.1790,0.3315,25.3055,5.3781,2.0208,2.2942,54.5273,19.1538,30.9994,2.9894,1.3396,51449.6,5.1471,0.00,83.15,1.1071,19.3192,283.04,0.8201,0.6578,6.8616,126.09,157.77,103954.5,695.2,11609.9,3.4859,19206.5,1099.08,16815.4,5289.4,151.55
JAM296,JAM21,1219-3-H-03-DRS--00003,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Great House,17.9982,-76.7490,18 N,1990857.49,314824.95,ceramic,"Coarse Earthenware, unidentified",Type 6,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM296,DMB1,12/8/2013,NCU2-S,11/26/2013,7.5191,10.3188,0.1563,6.6670,1.6914,0.7489,1.0368,17.7501,8.2321,33.9363,1.1920,0.5148,40674.2,3.5944,0.00,44.84,0.9197,12.7788,195.55,0.6096,0.2467,3.4260,50.90,92.91,95175.6,1150.2,8495.6,1.0800,16310.7,291.42,23956.0,4606.3,95.23
JAM297,UNAS,1219-3-J-14-DRS--00012,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Great House,17.9982,-76.7490,18 N,1990857.49,314824.95,ceramic,"Coarse Earthenware, unidentified",Type 2,Unidentifiable,Slip,Slip,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM297,DMB1,12/8/2013,NCU2-S,11/26/2013,3.8926,35.8854,0.2656,33.3717,8.2554,2.6056,2.0358,92.6560,49.7822,660.7854,1.4811,2.3515,125142.3,9.0360,113.93,34.44,0.8332,32.9199,145.52,4.9008,0.8633,9.4002,104.14,230.81,104579.1,1968.1,20954.6,5.0730,6004.3,841.15,3646.2,21104.4,253.28
JAM298,JAM21,1219-3-J-14-DRS--00022,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Great House,17.9982,-76.7490,18 N,1990857.49,314824.95,ceramic,"Coarse Earthenware, unidentified",Type 7,Unid: Utilitarian,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM298,DMB1,12/8/2013,NCU2-S,11/26/2013,5.0393,13.2961,0.1713,7.9763,2.0885,0.9799,1.0989,23.9293,11.1243,39.9788,2.1588,0.6033,44102.5,3.7837,0.00,57.54,0.9055,15.6227,147.93,0.6058,0.4449,3.7327,76.83,102.77,95580.7,605.3,5868.4,1.4194,16051.5,382.36,25516.9,5023.3,112.11
JAM299,UNAS,1219-3-J-14-DRS--00031,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Great House,17.9982,-76.7490,18 N,1990857.49,314824.95,ceramic,"Coarse Earthenware, unidentified",Type 1,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM299,DMB1,12/8/2013,NCU2-S,11/26/2013,6.5713,23.0087,0.2473,20.3458,4.4076,1.0226,1.6055,33.8698,8.8576,37.4365,1.1865,1.2576,39803.7,3.5239,0.00,39.43,0.9028,16.4604,185.47,0.6024,0.4792,4.3807,66.08,102.43,89294.5,1357.9,12507.8,2.7627,12476.7,231.31,21719.2,4094.6,110.62
JAM300,JAM21,1219-3-J-14-DRS--00035,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Great House,17.9982,-76.7490,18 N,1990857.49,314824.95,ceramic,"Coarse Earthenware, unidentified",Type 2,Unidentifiable,Slip,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM300,DMB1,12/8/2013,NCU2-S,11/26/2013,8.7321,12.4490,0.1738,8.5011,2.1913,0.9007,1.2109,21.2957,9.4423,37.1363,1.4566,0.6434,43247.4,3.6976,0.00,43.78,0.8675,15.2663,167.05,0.6145,0.2754,3.7318,61.95,84.64,91799.3,1851.7,10735.8,1.6814,16417.3,340.39,22342.4,5015.1,139.20
JAM301,JAM22,1219-3-J-14-DRS--00036,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Great House,17.9982,-76.7490,18 N,1990857.49,314824.95,ceramic,"Coarse Earthenware, unidentified",Type 1,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM301,DMB1,12/8/2013,NCU2-S,11/26/2013,5.6011,13.2961,0.1479,6.4989,1.8595,0.9387,0.9505,21.5925,6.9157,32.6410,1.2220,0.5421,38165.9,3.5157,0.00,45.84,0.8845,12.7500,239.52,0.5717,0.3305,4.2222,63.87,90.76,80317.8,1670.3,21265.3,1.4799,15262.2,277.04,21242.2,4548.9,125.65
JAM302,JAM15,1219-3-K-13-DRS--00019,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Great House,17.9982,-76.7490,18 N,1990857.49,314824.95,ceramic,"Coarse Earthenware, unidentified",Type 8,Flower Pot,n/a,n/a,n/a,n/a,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM302,DMB1,12/8/2013,NCU2-S,11/26/2013,14.8866,47.1699,0.4912,43.0764,8.8478,3.1042,3.4006,103.6989,27.0338,144.3781,8.8768,1.8711,52061.3,7.1696,50.46,132.29,0.7225,18.8139,74.59,1.2911,1.0675,11.8277,95.19,154.36,89731.4,511.9,5805.7,6.1346,25816.0,352.39,3165.8,6924.6,148.92
JAM303,UNAS,1219-3-V-08-DRS--00002,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Great House,17.9982,-76.7490,18 N,1990857.49,314824.95,ceramic,"Coarse Earthenware, unidentified",Type 1,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM303,DMB1,12/8/2013,NCU2-S,11/26/2013,10.5555,25.8755,0.3921,24.8298,5.3121,1.8383,2.6562,67.2372,17.6505,94.6901,1.7995,1.3432,56217.0,6.0607,58.95,47.18,1.0746,18.4680,226.64,1.1317,0.8781,7.4707,83.08,158.31,102028.8,1438.6,9589.2,3.5547,15086.8,976.38,12915.8,6033.6,212.58
JAM304,JAM21,1219-3-X-09-DRS--00003,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Great House,17.9982,-76.7490,18 N,1990857.49,314824.95,ceramic,"Coarse Earthenware, unidentified",Type 7,Unid: Utilitarian,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM304,DMB1,12/8/2013,NCU2-S,11/26/2013,7.2312,13.4165,0.1705,11.3704,2.3046,1.1208,1.2242,25.4731,13.8642,36.8175,1.6930,0.6853,41742.1,3.6680,0.00,52.16,1.1572,13.3792,177.37,0.6189,0.3316,3.6616,53.24,82.08,91503.4,515.3,5657.7,1.3883,18622.9,539.13,25732.3,5046.3,101.34
JAM305,JAM15,1219-3-X-09-DRS--00005,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Great House,17.9982,-76.7490,18 N,1990857.49,314824.95,ceramic,"Coarse Earthenware, unidentified",Type 8,Unidentifiable,n/a,n/a,n/a,n/a,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM305,DMB2,12/8/2013,NCU2-S,11/26/2013,14.7738,49.2063,0.5431,62.7175,9.1077,3.0245,3.4966,102.5828,21.4961,153.3135,8.7840,2.0444,53288.5,6.9922,54.75,135.50,0.6751,19.7047,0.00,1.2723,1.3857,12.0052,108.21,214.41,89360.2,427.4,3862.7,7.0039,26328.5,222.11,3029.4,6368.5,157.81
JAM306,JAM21,1219-3-Y-09-DRS--00004,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Great House,17.9982,-76.7490,19 N,1990857.49,314824.95,ceramic,"Coarse Earthenware, unidentified",Type 5,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,101 to 200 YBP,Yes,,,,JAM306,DMB2,12/8/2013,NCU2-S,11/26/2013,8.4775,13.1871,0.1701,8.6472,2.1609,1.0373,1.0623,24.9890,9.9452,35.5659,1.5755,0.6372,39077.4,3.6404,0.00,45.36,0.9538,14.5992,187.71,0.5841,0.3554,3.3651,62.85,110.89,86859.7,624.1,5588.9,1.3894,15429.1,365.29,27028.2,4095.6,104.81
JAM307,JAM22,1217-1-K-01-DRS--00036,MURR (SRM-1633b),"Galle, Jillian",The Digital Archaeological Archive of Comparative Slavery,DAACS,Caribbean,Jamaica,St. Andrew,Mona,Mona Village,18.0033,-76.7500,18 N,1991424.12,314716.25,ceramic,"Coarse Earthenware, unidentified",Type 1,Unidentifiable,n/a,n/a,n/a,White rock,n/a,Slave Village on British  Sugar Estate,Shovel Test Pit,n/a,n/a,100 to 200 YBP,Yes,,,,JAM307,DMB2,12/8/2013,NCU2-S,11/26/2013,4.7060,17.5893,0.2443,16.0821,3.2308,1.4892,1.4678,30.9287,9.5870,40.7235,1.6939,0.8381,43584.6,5.0208,0.00,65.04,0.6986,18.3108,331.28,0.6884,0.5056,6.0777,83.39,108.54,92789.0,1674.1,15075.1,2.1927,22342.8,462.11,15519.4,6192.4,150.31
